ID,W8,starttime,endtime,pi1grid21,pi1a21,pi1b21,pi1c21,likelihood,senvote,senvote_other,plaidMotivation,reformMotivation,E_grid,E_grid_1,E_grid_2,E_grid_3,age,profile_gender,profile_socialgrade_cie,profile_education_level,media_source_main,ethnicity_new,profile_religion,profile_work_stat,NSsec_census_15categories,NSsec_census_9categories,profile_gross_household,profile_gross_personal,senedd_vote_2021,pcon_may24,profile_oslaua
515,.987059764,30-Nov-2025 21:12:10.12,30-Nov-2025 21:20:00.78,1,Fairly interested,Fairly interested,Not very interested,10 – Absolutely certain to vote,Welsh Conservative,,,,1,10 – Very strongly,10 – Very strongly,0 – Not at all,60,Female,C1,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,Yes - Methodist,Working full time (30 or more hours per week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£25,000 to £29,999 per year","£25,000 to £29,999 per year","Yes, I did",Bangor Aberconwy,Conwy
516,.453038055,27-Nov-2025 19:20:11.39,27-Nov-2025 19:53:09.04,1,Fairly interested,Not very interested,Fairly interested,10 – Absolutely certain to vote,Don't know,,,,1,10 – Very strongly,10 – Very strongly,0 – Not at all,57,Female,C1,GCE A level or Higher Certificate,Radio,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,Prefer not to answer,"£60,000 to £69,999 per year","Yes, I did",Ceredigion Preseli,Ceredigion
517,.488143867,1-Dec-2025 22:23:32.47,1-Dec-2025 22:36:32.26,1,Fairly interested,Not very interested,Not very interested,10 – Absolutely certain to vote,Welsh Conservative,,,,1,10 – Very strongly,5,10 – Very strongly,75,Female,E,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",A newspaper's website,English / Welsh / Scottish / Northern Irish / British,Yes - Roman Catholic,Working part time (8-29 hours a week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£30,000 to £34,999 per year","£35,000 to £39,999 per year","Yes, I did",Clwyd East,Denbighshire
518,1.153108272,26-Nov-2025 22:15:51.24,26-Nov-2025 22:25:31.65,1,Fairly interested,Fairly interested,Fairly interested,8,Welsh Labour,,,,1,9,8,6,50,Male,C2,University diploma,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L10: Lower supervisory occupations,L10 and L11 Lower supervisory and technical occupations,"£25,000 to £29,999 per year","£15,000 to £19,999 per year","No, I did not",Pontypridd,"Rhondda, Cynon, Taff"
519,.366216691,1-Dec-2025 09:28:12.41,1-Dec-2025 09:46:14.56,1,Not at all interested,Not at all interested,Not at all interested,10 – Absolutely certain to vote,Don't know,,,,1,10 – Very strongly,0 – Not at all,10 – Very strongly,73,Female,A,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£10,000 to £14,999 per year","£10,000 to £14,999 per year","Yes, I did",Bangor Aberconwy,Gwynedd
520,3.453761203,28-Nov-2025 12:42:43.96,28-Nov-2025 12:55:05.62,1,Not at all interested,Not at all interested,Not at all interested,7,Reform UK,,,At least it’s something new and they can’t make a worse mess than anyone else,1,0 – Not at all,10 – Very strongly,0 – Not at all,63,Female,E,"CSE grade 1, GCE O level, GCSE, School Certificate",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Not working,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,Don't know,Don't know,"No, I did not",Rhondda and Ogmore,"Rhondda, Cynon, Taff"
521,.682643774,6-Dec-2025 14:22:18.19,6-Dec-2025 14:35:12.95,1,Fairly interested,Fairly interested,Not very interested,Don’t know,Welsh Liberal Democrat,,,,1,0 – Not at all,10 – Very strongly,0 – Not at all,35,Female,C1,GCE A level or Higher Certificate,Social network websites,English / Welsh / Scottish / Northern Irish / British,Yes - Roman Catholic,Working part time (8-29 hours a week),L12: Semi-routine occupations,L12 Semi-routine occupations,"£40,000 to £44,999 per year","£25,000 to £29,999 per year",Can't remember,Llanelli,Carmarthenshire
522,.740263796,28-Nov-2025 21:34:30.24,28-Nov-2025 21:48:49.19,1,Fairly interested,Not very interested,Not very interested,3,Welsh Labour,,,,1,2,10 – Very strongly,0 – Not at all,69,Male,D,"CSE grade 1, GCE O level, GCSE, School Certificate",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L13: Routine occupations,L13 Routine occupations,"£30,000 to £34,999 per year","£15,000 to £19,999 per year","No, I did not",Aberafan Maesteg,Neath Port Talbot
523,1.384504177,5-Dec-2025 18:28:48.48,5-Dec-2025 18:38:22.46,1,Not at all interested,Not at all interested,Not at all interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,2,10 – Very strongly,0 – Not at all,38,Female,B,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",None of the above,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Working full time (30 or more hours per week),L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations","£70,000 to £99,999 per year","£35,000 to £39,999 per year","Yes, I did",Cardiff West,Cardiff
524,.53166955,30-Nov-2025 07:08:48.37,30-Nov-2025 07:35:32.66,1,Fairly interested,Fairly interested,Not very interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,6,10 – Very strongly,0 – Not at all,83,Female,B,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£20,000 to £24,999 per year",Don't know,"Yes, I did","Brecon, Radnor and Cwm Tawe",Powys
525,.980897107,30-Nov-2025 11:34:32.84,30-Nov-2025 11:48:31.91,1,Fairly interested,Not very interested,Not at all interested,10 – Absolutely certain to vote,Welsh Conservative,,,,1,10 – Very strongly,6,6,74,Female,C1,GCE A level or Higher Certificate,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L7: Intermediate occupations,L7 Intermediate occupations,"£20,000 to £24,999 per year","£15,000 to £19,999 per year","Yes, I did",Clwyd North,Conwy
526,2.214843679,26-Nov-2025 08:23:31.46,26-Nov-2025 08:32:47.81,1,Fairly interested,Fairly interested,Not very interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,2,10 – Very strongly,0 – Not at all,49,Male,C2,"CSE grade 1, GCE O level, GCSE, School Certificate",Television,White and Black Caribbean,Yes - Presbyterian/Church of Scotland,Working full time (30 or more hours per week),L9: Own account workers,L8 and L9 Small employers and own account workers,"£10,000 to £14,999 per year","£10,000 to £14,999 per year","Yes, I did",Montgomeryshire and Glyndwr,Powys
527,.977012144,29-Nov-2025 21:00:33.38,29-Nov-2025 21:13:24.99,1,Very interested,Very interested,Very interested,10 – Absolutely certain to vote,Welsh Conservative,,,,1,5,10 – Very strongly,0 – Not at all,79,Female,E,"Nursing qualification (e.g. SEN, SRN, SCM, RGN)",Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L10: Lower supervisory occupations,L10 and L11 Lower supervisory and technical occupations,Prefer not to answer,Prefer not to answer,"Yes, I did",Caerphilly,Caerphilly
528,3.500160036,2-Dec-2025 18:47:58.30,2-Dec-2025 18:56:43.60,1,Not at all interested,Not at all interested,Not at all interested,10 – Absolutely certain to vote,Don't know,,,,1,6,10 – Very strongly,0 – Not at all,70,Female,C2,"CSE grade 1, GCE O level, GCSE, School Certificate",A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L12: Semi-routine occupations,L12 Semi-routine occupations,"£20,000 to £24,999 per year","£10,000 to £14,999 per year","Yes, I did",Vale of Glamorgan,The Vale of Glamorgan
529,1.497087188,10-Dec-2025 14:19:50.71,10-Dec-2025 14:33:47.39,1,Fairly interested,Very interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,0 – Not at all,10 – Very strongly,0 – Not at all,37,Male,C1,GCE A level or Higher Certificate,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Unemployed,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,Don't know,"under £5,000 per year","Yes, I did",Cardiff South and Penarth,The Vale of Glamorgan
530,.295792813,5-Dec-2025 17:31:56.18,5-Dec-2025 17:40:57.44,1,Fairly interested,Fairly interested,Not very interested,10 – Absolutely certain to vote,Don't know,,,,1,10 – Very strongly,10 – Very strongly,0 – Not at all,57,Female,A,"Other technical, professional or higher qualification",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L6: Higher supervisory occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£45,000 to £49,999 per year","£10,000 to £14,999 per year","Yes, I did",Alyn and Deeside,Flintshire
531,.502729307,26-Nov-2025 10:37:17.45,26-Nov-2025 10:53:13.56,1,Not very interested,Not very interested,Not very interested,10 – Absolutely certain to vote,Reform UK,,,At least it’s something new and they can’t make a worse mess than anyone else,1,10 – Very strongly,0 – Not at all,10 – Very strongly,69,Female,C1,"Other technical, professional or higher qualification",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L12: Semi-routine occupations,L12 Semi-routine occupations,Prefer not to answer,Prefer not to answer,"Yes, I did",Gower,Swansea
532,.641845741,3-Dec-2025 15:19:37.04,3-Dec-2025 15:38:52.03,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Welsh Labour,,,,1,7,8,0 – Not at all,61,Female,D,GCE A level or Higher Certificate,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L7: Intermediate occupations,L7 Intermediate occupations,"£15,000 to £19,999 per year","under £5,000 per year","Yes, I did",Monmouthshire,Monmouthshire
533,.371252138,26-Nov-2025 13:32:48.70,26-Nov-2025 13:50:01.10,1,Fairly interested,Fairly interested,Fairly interested,9,Don't know,,,,1,7,4,7,71,Female,B,"Other technical, professional or higher qualification",Radio,English / Welsh / Scottish / Northern Irish / British,Yes - Methodist,Retired,L2: Higher managerial and administrative occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations",Prefer not to answer,Prefer not to answer,"No, I did not",Mid and South Pembrokeshire,Pembrokeshire
534,.532284659,2-Dec-2025 13:24:24.81,2-Dec-2025 13:39:40.30,1,Fairly interested,Not very interested,Not very interested,Don’t know,Don't know,,,,1,10 – Very strongly,0 – Not at all,10 – Very strongly,75,Female,C1,"CSE grade 1, GCE O level, GCSE, School Certificate",Television,English / Welsh / Scottish / Northern Irish / British,Yes - Roman Catholic,Retired,L7: Intermediate occupations,L7 Intermediate occupations,"£10,000 to £14,999 per year","£10,000 to £14,999 per year","Yes, I did",Alyn and Deeside,Flintshire
535,.510425551,1-Dec-2025 15:30:24.00,1-Dec-2025 15:46:33.88,1,Not very interested,Not very interested,Not very interested,10 – Absolutely certain to vote,Welsh Labour,,,,1,6,9,0 – Not at all,71,Male,E,City & Guilds certificate - advanced,Television,Irish,Yes - Roman Catholic,Retired,L9: Own account workers,L8 and L9 Small employers and own account workers,"£10,000 to £14,999 per year","£10,000 to £14,999 per year","Yes, I did","Brecon, Radnor and Cwm Tawe",Neath Port Talbot
536,.7608103939999999,30-Nov-2025 16:27:24.60,30-Nov-2025 16:43:52.24,1,Very interested,Not very interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,At least it’s something new and they can’t make a worse mess than anyone else,1,9,10 – Very strongly,0 – Not at all,66,Female,E,"CSE grade 1, GCE O level, GCSE, School Certificate",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,Prefer not to answer,Prefer not to answer,"Yes, I did",Caerphilly,Caerphilly
537,.7061120239999999,2-Dec-2025 08:12:28.11,2-Dec-2025 08:19:43.65,1,Not very interested,Not at all interested,Fairly interested,3,Would not vote,,,,1,10 – Very strongly,5,5,63,Female,E,No formal qualifications,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L12: Semi-routine occupations,L12 Semi-routine occupations,Prefer not to answer,Prefer not to answer,"Yes, I did",Clwyd North,Conwy
538,.827364604,5-Dec-2025 17:40:41.62,5-Dec-2025 17:57:36.53,1,Fairly interested,Not very interested,Not very interested,7,Don't know,,,,1,10 – Very strongly,5,5,57,Male,E,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Unemployed,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,"under £5,000 per year","under £5,000 per year","No, I did not",Monmouthshire,Monmouthshire
539,.74199288,2-Dec-2025 12:30:59.29,2-Dec-2025 12:43:07.72,1,Fairly interested,Not very interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,They are best placed to stop Plaid Cymru,1,5,10 – Very strongly,0 – Not at all,74,Male,C2,"CSE grade 1, GCE O level, GCSE, School Certificate",A printed copy of a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L12: Semi-routine occupations,L12 Semi-routine occupations,"£15,000 to £19,999 per year","£15,000 to £19,999 per year","Yes, I did",Caerfyrddin,Carmarthenshire
540,.888254545,7-Dec-2025 10:50:06.35,7-Dec-2025 11:16:00.73,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Wales Green,,,,1,5,0 – Not at all,10 – Very strongly,66,Female,C1,GCE A level or Higher Certificate,Television,English / Welsh / Scottish / Northern Irish / British,Yes - Other,Retired,L5: Lower managerial and administrative occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations",Prefer not to answer,Prefer not to answer,"Yes, I did",Mid and South Pembrokeshire,Pembrokeshire
541,.234610511,26-Nov-2025 09:51:47.38,26-Nov-2025 10:04:45.49,1,Very interested,Very interested,Very interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,9,2,7,76,Male,A,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",None of the above,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£25,000 to £29,999 per year",Prefer not to answer,"Yes, I did",Ceredigion Preseli,Ceredigion
542,.416715704,30-Nov-2025 20:48:04.93,30-Nov-2025 20:58:50.55,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,Devolution is at risk unless we keep the pressure up,,1,0 – Not at all,10 – Very strongly,0 – Not at all,71,Female,B,University diploma,Social network websites,English / Welsh / Scottish / Northern Irish / British,Yes - Buddhism,Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£40,000 to £44,999 per year","£5,000 to £9,999 per year","Yes, I did",Ceredigion Preseli,Ceredigion
543,.8761012969999999,2-Dec-2025 22:29:22.77,2-Dec-2025 22:50:53.32,1,Fairly interested,Not very interested,Not very interested,9,Welsh Liberal Democrat,,,,1,9,4,5,69,Female,B,"Other technical, professional or higher qualification",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,,,"£60,000 to £69,999 per year","£5,000 to £9,999 per year","Yes, I did",Bridgend,Bridgend
544,.634325516,28-Nov-2025 20:00:04.59,28-Nov-2025 20:16:22.93,1,Fairly interested,Not very interested,Fairly interested,10 – Absolutely certain to vote,Don't know,,,,1,7,10 – Very strongly,4,62,Female,A,"Nursing qualification (e.g. SEN, SRN, SCM, RGN)",Radio,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations",Don't know,"£40,000 to £44,999 per year","Yes, I did",Merthyr Tydfil and Aberdare,"Rhondda, Cynon, Taff"
545,.498269479,30-Nov-2025 08:46:51.22,30-Nov-2025 09:07:14.25,1,Very interested,Very interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,Nigel Farage is the only leader who understands ordinary people’s problems,1,8,10 – Very strongly,0 – Not at all,72,Male,A,City & Guilds certificate - advanced,Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L2: Higher managerial and administrative occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations","£30,000 to £34,999 per year","£25,000 to £29,999 per year","Yes, I did",Newport West and Islwyn,Caerphilly
546,.601648912,1-Dec-2025 18:06:21.47,1-Dec-2025 18:26:24.85,1,Very interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,Nigel Farage is the only leader who understands ordinary people’s problems,1,10 – Very strongly,10 – Very strongly,5,77,Male,A,ONC,Radio,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L2: Higher managerial and administrative occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations","£10,000 to £14,999 per year","£15,000 to £19,999 per year","Yes, I did",Newport West and Islwyn,Caerphilly
547,.277855703,1-Dec-2025 13:31:27.66,1-Dec-2025 13:54:23.21,1,Fairly interested,Fairly interested,Fairly interested,9,Plaid Cymru,,They are best placed to stop Reform UK,,1,7,7,0 – Not at all,63,Female,B,University diploma,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Other,L7: Intermediate occupations,L7 Intermediate occupations,"£10,000 to £14,999 per year","under £5,000 per year","Yes, I did",Cardiff North,Cardiff
548,.494291213,25-Nov-2025 17:46:35.34,25-Nov-2025 21:23:26.60,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Don't know,,,,1,10 – Very strongly,1,9,55,Male,E,GCE A level or Higher Certificate,Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Other,L10: Lower supervisory occupations,L10 and L11 Lower supervisory and technical occupations,"£20,000 to £24,999 per year","£20,000 to £24,999 per year","Yes, I did",Clwyd North,Conwy
549,.477515234,30-Nov-2025 15:58:51.50,30-Nov-2025 16:14:44.20,1,Very interested,Fairly interested,Very interested,10 – Absolutely certain to vote,Welsh Labour,,,,1,6,8,0 – Not at all,68,Male,B,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations","£35,000 to £39,999 per year","£20,000 to £24,999 per year","Yes, I did",Clwyd East,Flintshire
550,1.199619678,4-Dec-2025 06:07:32.35,4-Dec-2025 06:21:20.35,1,Fairly interested,Fairly interested,Fairly interested,8,Welsh Labour,,,,1,5,9,0 – Not at all,65,Male,C2,"Other technical, professional or higher qualification",Television,Prefer not to say,Yes - Church of England/Anglican/Episcopal,Working full time (30 or more hours per week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£15,000 to £19,999 per year","£20,000 to £24,999 per year","Yes, I did",Aberafan Maesteg,Neath Port Talbot
551,.836617118,1-Dec-2025 01:19:34.34,1-Dec-2025 01:38:19.51,1,Not at all interested,Fairly interested,Not very interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,0 – Not at all,10 – Very strongly,0 – Not at all,60,Male,E,City & Guilds certificate,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Not working,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,Prefer not to answer,Prefer not to answer,"No, I did not",Caerphilly,Caerphilly
552,2.252879811,28-Nov-2025 19:50:57.49,28-Nov-2025 20:00:16.94,1,Not very interested,Not very interested,Not very interested,0 – Certain NOT to vote,Would not vote,,,,1,0 – Not at all,10 – Very strongly,0 – Not at all,57,Male,D,CSE grades 2-5,None of the above,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working part time (8-29 hours a week),L13: Routine occupations,L13 Routine occupations,"£10,000 to £14,999 per year","£10,000 to £14,999 per year","No, I did not",Neath and Swansea East,Neath Port Talbot
553,.409937087,28-Nov-2025 09:27:05.39,28-Nov-2025 09:40:41.30,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Welsh Labour,,,,1,10 – Very strongly,0 – Not at all,10 – Very strongly,60,Female,A,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A newspaper's website,English / Welsh / Scottish / Northern Irish / British,Yes - Other,Working part time (8-29 hours a week),L9: Own account workers,L8 and L9 Small employers and own account workers,"£40,000 to £44,999 per year","£10,000 to £14,999 per year","Yes, I did",Ynys Mon,Isle of Anglesey
554,.866242012,1-Dec-2025 13:37:54.96,1-Dec-2025 13:46:32.01,1,Not very interested,Not at all interested,Not very interested,10 – Absolutely certain to vote,Welsh Labour,,,,1,10 – Very strongly,5,2,70,Female,A,GCE A level or Higher Certificate,Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L7: Intermediate occupations,L7 Intermediate occupations,"£60,000 to £69,999 per year","£15,000 to £19,999 per year","Yes, I did",Vale of Glamorgan,The Vale of Glamorgan
555,.570777355,8-Dec-2025 15:55:32.20,8-Dec-2025 16:09:52.66,1,Not very interested,Not very interested,Not very interested,10 – Absolutely certain to vote,Welsh Labour,,,,1,6,10 – Very strongly,0 – Not at all,66,Female,B,"CSE grade 1, GCE O level, GCSE, School Certificate",A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L6: Higher supervisory occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£15,000 to £19,999 per year","£15,000 to £19,999 per year","Yes, I did",Caerphilly,Caerphilly
556,.579997378,1-Dec-2025 21:44:12.83,1-Dec-2025 22:10:06.47,1,Fairly interested,Not very interested,Fairly interested,8,Welsh Liberal Democrat,,,,1,7,2,1,69,Male,C1,"Other technical, professional or higher qualification",Radio,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£10,000 to £14,999 per year","£10,000 to £14,999 per year","Yes, I did",Cardiff North,Cardiff
557,.856923857,8-Dec-2025 17:24:16.79,8-Dec-2025 17:40:25.13,1,Very interested,Very interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,Some other reason,,1,0 – Not at all,0 – Not at all,1,32,Male,C2,GCE A level or Higher Certificate,A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations","£30,000 to £34,999 per year","£30,000 to £34,999 per year","No, I did not",Swansea West,Swansea
558,2.559700205,8-Dec-2025 16:15:52.09,8-Dec-2025 16:30:00.26,1,Not at all interested,Not at all interested,Not at all interested,10 – Absolutely certain to vote,Don't know,,,,1,10 – Very strongly,10 – Very strongly,4,52,Male,C2,"CSE grade 1, GCE O level, GCSE, School Certificate",Television,English / Welsh / Scottish / Northern Irish / British,Prefer not to say,Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,Prefer not to answer,Prefer not to answer,Can't remember,Mid and South Pembrokeshire,Pembrokeshire
559,.6786209439999999,9-Dec-2025 11:09:23.54,9-Dec-2025 11:21:06.80,1,Fairly interested,Not at all interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,At least it’s something new and they can’t make a worse mess than anyone else,1,9,2,0 – Not at all,73,Male,C1,"Other technical, professional or higher qualification",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£15,000 to £19,999 per year","£15,000 to £19,999 per year","Yes, I did",Gower,Swansea
560,.815226262,4-Dec-2025 22:14:04.02,4-Dec-2025 22:21:05.12,1,Not at all interested,Not at all interested,Not at all interested,10 – Absolutely certain to vote,Don't know,,,,1,5,10 – Very strongly,0 – Not at all,40,Female,C1,"Other technical, professional or higher qualification",Social network websites,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,"£30,000 to £34,999 per year","£30,000 to £34,999 per year","Yes, I did",Newport West and Islwyn,Caerphilly
561,.8105918090000001,25-Nov-2025 21:35:44.18,25-Nov-2025 21:55:42.83,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Welsh Conservative,,,,1,10 – Very strongly,10 – Very strongly,0 – Not at all,61,Female,C1,No formal qualifications,A printed copy of a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Not working,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,"£40,000 to £44,999 per year","under £5,000 per year","Yes, I did",Neath and Swansea East,Neath Port Talbot
562,1.097936347,29-Nov-2025 23:00:24.90,29-Nov-2025 23:12:42.99,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Welsh Liberal Democrat,,,,1,Don’t know,Don’t know,Don’t know,55,Female,C1,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",A news website not associated with a newspaper,Any other White background,Yes - Methodist,Not working,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,"£15,000 to £19,999 per year","under £5,000 per year","Yes, I did",Ceredigion Preseli,Ceredigion
563,1.193809586,29-Nov-2025 09:51:24.58,29-Nov-2025 09:59:00.20,1,Fairly interested,Not very interested,Fairly interested,10 – Absolutely certain to vote,Don't know,,,,1,9,0 – Not at all,9,69,Female,E,Clerical and commercial,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L7: Intermediate occupations,L7 Intermediate occupations,Prefer not to answer,Prefer not to answer,"Yes, I did",Ceredigion Preseli,Ceredigion
564,.712105254,3-Dec-2025 11:09:25.75,3-Dec-2025 11:22:57.63,1,Not very interested,Not very interested,Not very interested,Don’t know,Don't know,,,,1,10 – Very strongly,10 – Very strongly,0 – Not at all,66,Female,B,GCE A level or Higher Certificate,A newspaper's website,English / Welsh / Scottish / Northern Irish / British,Yes - Baptist,Retired,L12: Semi-routine occupations,L12 Semi-routine occupations,Prefer not to answer,Prefer not to answer,"No, I did not",Caerphilly,Caerphilly
